#'chr'	'start'	'end'	'star_101.bam'	'star_101_sponge.bam'
chr13	25893100	25897800	39487.0	39166.0
chr3	149943500	149983100	369840.0	369808.0
chr5	35568300	35572200	42307.0	42020.0
chr16	34061600	34100600	700590.0	459886.0
chr13	104957200	104959800	20173.0	20127.0
chr3	112642200	112664600	203228.0	202872.0
chr13	100677100	100704000	189199.0	188665.0
chr13	31343200	31346300	24224.0	24197.0
chr13	31396000	31397600	11684.0	11664.0
chr16	26684200	26686100	12236.0	12217.0
chr5	40687800	40711100	232663.0	232517.0
chr2	91965900	94572600	18860518.0	18588420.0
chrX	132284400	132327400	262241.0	262105.0
chrX	107104600	107107100	19540.0	19446.0
chrX	107155800	107161800	67211.0	66291.0
chr6	44043700	44045900	56603.0	56585.0
chr13	83521600	83523400	15668.0	15043.0
chr10	133625600	133797400	3501957.0	1500022.0
chrX	58980000	59013200	63999.0	63923.0
chr7	72914500	73241200	8504308.0	7725924.0
chr13	113671600	113728500	83626.0	84087.0
chr3	31990100	32016500	215357.0	215104.0
chr1	143865200	145425600	30974749.0	30387605.0
chr16	32950800	33502100	8854060.0	8432895.0
chrX	153250500	153292500	484076.0	484062.0
chr13	24548400	24595100	343624.0	343368.0
chr7	62429900	62510800	1473012.0	1345892.0
chr6	71272700	71276600	37940.0	37714.0
chr6	74945800	74947100	11263.0	11204.0
chrX	73886900	73891200	47581.0	46865.0
chrX	126461700	126474200	70048.0	80133.0
chr14	37350800	37374900	197360.0	196977.0
chr5	60038100	60050300	96795.0	95633.0
chrX	3061800	3065200	19711.0	19599.0
chr6	33484600	33486500	23492.0	23030.0
chr14	43253800	43268100	126032.0	124269.0
chr14	43295300	43296600	12748.0	12721.0
chr11	518900	520700	14682.0	14691.0
chr11	584400	586500	50026.0	17270.0
chr17	43227400	43324300	3402034.0	2451646.0
chr8	7157700	7160800	39991.0	37990.0
chrX	122527100	122550000	127510.0	126868.0
chr9	39159700	41454100	32157058.0	30654300.0
chr3	107723400	107725500	22058.0	21864.0
chr13	35403400	35426700	162487.0	162362.0
chr5	106534700	106536600	13692.0	13692.0
chr3	119047400	119077400	219329.0	217306.0
chr19	24330100	27281600	4180945.0	3055716.0
chr13	55519000	55520300	9899.0	9806.0
chr8	12404500	12602800	3562711.0	3314709.0
chr14	66834700	66837700	28424.0	28115.0
chr16	34272300	34632600	44480720.0	5703772.0
chr17	31937400	31950600	134405.0	134335.0
chr1	14028800	14030500	14979.0	14205.0
chrX	117757300	117779600	135393.0	134197.0
chr7	158893300	158917900	300422.0	292397.0
chrX	155299600	155304300	45103.0	44232.0
chr3	98465900	98468000	18853.0	18634.0
chr3	82333200	82339400	58828.0	58065.0
chr3	82370300	82372700	17474.0	17450.0
chr5	75097000	75145700	366680.0	366378.0
chr3	156278900	156284800	68277.0	66976.0
chr14	40326800	40353900	188480.0	185702.0
chr3	26477700	26497600	144682.0	143481.0
chr5	86511300	86516700	49133.0	47001.0
chr3	18325700	18331100	63412.0	62698.0
chr22	12127700	15342900	11216460.0	8688971.0
chr13	40956000	41059700	1010855.0	1010727.0
chr2	109198400	109200700	17248.0	15687.0
chr3	178013700	178015900	21942.0	21617.0
chr3	38405400	38431500	222170.0	221245.0
chr14	34539600	34562500	495460.0	485084.0
chrX	148123500	148128700	49005.0	48182.0
chr5	41135500	41137600	19250.0	19160.0
chr6	143449500	143469900	198856.0	198855.0
chr3	61187400	61217100	228725.0	228229.0
chr2	110276200	110633300	6052040.0	5990118.0
chr3	89939100	89963800	192243.0	190759.0
chr3	90455600	90686800	2812617.0	2780196.0
chr6	94198700	94203600	24508.0	23927.0
chr3	57477400	57483000	44841.0	44760.0
chrY	26624800	57227400	7134103.0	4103834.0
chr16	14894300	15030700	3282002.0	3141404.0
chr12	2519600	2540500	238631.0	238659.0
chr13	21376600	21378400	58734.0	51855.0
chrX	44983400	44989500	46924.0	46863.0
chr5	122710000	122711300	15075.0	14952.0
chrX	36700200	36704600	25871.0	25739.0
chr14	68090700	68093800	30779.0	30737.0
chr7	25603000	25609000	77310.0	76823.0
chr13	66738800	66743500	38816.0	38015.0
chr13	66776700	66778400	15488.0	15381.0
chr13	49152600	49176600	216263.0	215870.0
chr3	111017600	111024600	78109.0	77165.0
chr13	101599000	101601800	24845.0	24749.0
chr14	50038300	50079900	397768.0	397686.0
chr14	85885600	85891600	45910.0	44903.0
