#'chr'	'start'	'end'	'star_101.bam'	'star_101_sponge.bam'
chr12	41363462	41363903	4732.0	4243.0
chr2	89272789	89273133	10266.0	10266.0
chr4	27730251	27730747	3669.0	3719.0
chrY	10594583	10626838	42887.0	31671.0
chr1	181422611	181423158	6091.0	6091.0
chr17	43309853	43310048	5847.0	5847.0
chr17	43315021	43316491	37940.0	34551.0
chr6	3943769	3944149	4658.0	4658.0
chr22	15940533	16085728	1227447.0	1173921.0
chr20	57063873	57064279	3864.0	3864.0
chr12	80623983	80624183	2349.0	2349.0
chr10	30565118	30565501	4008.0	4008.0
chr7	55369049	55369429	3723.0	3723.0
chr3	177010776	177011156	3858.0	3858.0
chr22	10863370	10863448	825.0	815.0
chr20	28644084	29015573	3208988.0	2072793.0
chr6	163638068	163638448	3689.0	3689.0
chr2	16271753	16272134	2909.0	2909.0
chr4	32280109	32280489	3034.0	3034.0
chr12	126583199	126583772	3902.0	3922.0
chr12	126584137	126584530	1774.0	1774.0
chr1	103620975	103621378	2557.0	2555.0
chr2	130557359	130557607	8137.0	8137.0
chr2	130563142	130563396	8326.0	8326.0
chr2	50588765	50589566	4362.0	4352.0
chr20	10441916	10442296	4035.0	4031.0
chr18	61874562	61874960	3377.0	3377.0
chr13	72344211	72344591	2675.0	2675.0
chr20	57357555	57358134	6627.0	6627.0
chr20	57358221	57359428	12509.0	12571.0
chr20	57359451	57360972	14919.0	14921.0
chr3	68658875	68659467	3686.0	3683.0
chr3	68670345	68670734	2784.0	1908.0
chr22	15153934	15211502	496534.0	482214.0
chrX	143543636	143544023	1935.0	1935.0
chr1	226652017	226652398	5431.0	5431.0
chr6	104699855	104700055	2074.0	2073.0
chr3	89588895	89589538	4728.0	4728.0
chr11	50424039	50813393	2349301.0	2318615.0
chr17	53105552	53106565	7706.0	29614.0
chr1	158449073	158449453	3027.0	3027.0
chr2	90379778	90402456	8754705.0	1245122.0
chr3	33548103	33548483	3471.0	3471.0
chr6	61573960	61574809	5673.0	8767.0
chr11	103403270	103403650	3229.0	3229.0
chr11	103404014	103404527	3788.0	3788.0
chr11	103404779	103405289	3655.0	3657.0
chr11	103405809	103406376	4393.0	4393.0
chr11	103406653	103407036	2788.0	2788.0
chr11	103407110	103407310	1619.0	1619.0
chr11	103408089	103409893	11722.0	11774.0
chr11	103410074	103411211	7575.0	7577.0
chr16	73161120	73161500	3894.0	3894.0
chr7	37387570	37387950	3418.0	3418.0
chr2	94499181	94570956	682950.0	632825.0
chr4	49708086	51743949	16893676.0	7447089.0
chr15	30477565	30477945	6739.0	6739.0
chr8	74828644	74829025	4016.0	4016.0
chr1	5850087	5850571	4214.0	4222.0
chr1	102160407	102160787	3291.0	3291.0
chr8	61303079	61303460	2972.0	2972.0
chr7	64104133	64104513	2678.0	2678.0
chr7	64105294	64106415	7096.0	7096.0
chr7	64106627	64107010	2963.0	2963.0
chr7	64108329	64108798	3345.0	3345.0
chr7	64110007	64110707	4834.0	4834.0
chr7	64111376	64111804	2844.0	2860.0
chr7	64111957	64112849	5587.0	5586.0
chr4	25717756	25718136	3470.0	3470.0
chr4	25718275	25718655	3375.0	3375.0
chr4	25719398	25719626	2171.0	2171.0
chr13	95692549	95692935	3299.0	3299.0
chr13	95693013	95693215	2113.0	2109.0
chr13	95694449	95695698	10571.0	10571.0
chr13	95696145	95696512	3851.0	3851.0
chr7	83469984	83470184	2196.0	2191.0
chr2	147244849	147245229	2655.0	2655.0
chr2	147265034	147265432	3236.0	3236.0
chr5	97678633	97679016	2587.0	2587.0
chr18	2842087	2842534	4751.0	4608.0
chr2	143088644	143089042	3389.0	3389.0
