#'chr'	'start'	'end'	'star_101.bam'	'star_101_sponge.bam'
chr17	1309907	1311106	451.0	231.0
chr17	59104317	59110140	126577.0	126554.0
chr17	59153744	59156355	62007.0	62005.0
chr16	1609399	1612302	58191.0	58192.0
chr2	87073327	87077923	97101.0	96977.0
chr4	152535596	152537562	39718.0	39718.0
chr2	19346380	19349420	48191.0	48191.0
chr4	106312600	106318047	73562.0	73564.0
chr9	94164509	94166903	43520.0	43520.0
chr7	67300570	67303411	48163.0	48152.0
chr1	176204580	176209011	72538.0	72536.0
chr18	3245060	3249824	99571.0	99570.0
chr3	51940779	51943703	53549.0	53545.0
chr1	70410089	70413670	65427.0	65424.0
chr2	207527576	207530306	48448.0	48447.0
chr1	27233381	27234802	30412.0	30412.0
chr8	26577676	26579818	35134.0	35115.0
chr7	158914964	158916609	63996.0	56324.0
chr1	629096	634365	15625825.0	270839.0
chr11	106020673	106023448	41990.0	41980.0
chr11	106075297	106079240	62794.0	62794.0
chr13	110710529	110713581	57464.0	57446.0
chr13	110714652	110718446	64697.0	64696.0
chr2	27369310	27372225	64619.0	64615.0
chr15	55194110	55198812	67382.0	67377.0
chr14	100374429	100378525	68357.0	68354.0
chr12	121350310	121354207	61787.0	61781.0
chr12	121398491	121402440	69872.0	69869.0
chr19	5718023	5721551	70534.0	70517.0
chr19	5789773	5792467	56967.0	56961.0
chr7	150002946	150004442	39804.0	39802.0
chr1	143501327	143505649	219652.0	193713.0
chr9	39788852	39792476	102328.0	102017.0
chr7	23013804	23015549	32939.0	32939.0
chr7	6348832	6350038	23527.0	22208.0
chr8	140456139	140459404	53341.0	53332.0
chr8	140463544	140466143	58708.0	58704.0
chr21	6565205	6566241	81605.0	81649.0
chr19	49764517	49766952	50728.0	50731.0
chr1	228780620	228783639	68738.0	68735.0
chr9	35602242	35605192	58292.0	58294.0
chr9	35656405	35660501	82149.0	82144.0
chr19	36487112	36490868	70504.0	69988.0
chr3	44337050	44340464	64202.0	64198.0
chr19	2151503	2152873	30532.0	30532.0
chr14	100192251	100193789	34175.0	34175.0
chr2	108446796	108451376	63193.0	63192.0
chr16	11915348	11917175	39334.0	39334.0
chr5	169580930	169586803	77922.0	77906.0
chr1	120940920	120943406	47312.0	47311.0
chr6	158852210	158855203	56904.0	56904.0
chr8	12436543	12439026	66195.0	66075.0
chr8	12449206	12450217	23138.0	24549.0
chr16	1826768	1829473	47848.0	47845.0
