#'chr'	'start'	'end'	'star_101.bam'	'star_101_sponge.bam'
chr11	52113580	52113622	2419.0	2443.0
chr11	52118042	52118073	2056.0	2035.0
chr11	52119763	52119805	2074.0	2063.0
chr11	52121392	52121425	2222.0	2234.0
chr11	52125964	52125977	644.0	641.0
chr11	52135166	52135174	524.0	527.0
chr11	52137149	52137173	2852.0	2825.0
chr11	52138923	52138958	1441.0	1438.0
chr11	52146471	52146489	4832.0	4879.0
chr11	52156734	52156756	1652.0	1687.0
chr11	52161911	52161926	6500.0	6513.0
chr11	52172761	52173048	3942.0	3949.0
chr11	52176245	52176287	2591.0	2596.0
chr11	52183673	52183686	3454.0	3465.0
chr11	52187791	52187842	4900.0	4899.0
chr11	52192465	52193115	5731.0	5769.0
chr1	9519442	9519449	1314.0	1318.0
chr1	9553204	9553238	877.0	853.0
chr1	110254903	110254918	1143.0	1143.0
chr11	68870177	68870213	2386.0	2386.0
chr4	185331692	185331703	870.0	870.0
chr1	123803805	123803806	4040.0	2878.0
chr1	123805040	123805140	4292.0	3746.0
chr1	123807796	123810534	133023.0	127072.0
chr1	123811671	123816764	213326.0	251335.0
chr1	123817798	123818353	37764.0	38583.0
chr1	123820351	123820526	22198.0	24232.0
chr1	123822022	123823467	73312.0	72668.0
chr1	123825573	123825600	2491.0	2482.0
chr1	123827029	123831478	167590.0	174562.0
chr1	123832754	123834231	47250.0	54108.0
chr1	123835801	123836084	69243.0	57994.0
chr1	123837512	123837578	12178.0	8787.0
chr1	123839838	123845162	224536.0	241763.0
chr1	123846177	123852116	237740.0	277410.0
chr1	123853125	123854232	89323.0	86989.0
chr1	123855619	123856232	41152.0	41425.0
chr1	123857772	123860658	102057.0	112592.0
chr1	123862796	123863283	35385.0	31243.0
chr1	123864395	123864430	9972.0	10026.0
chr1	123866526	123868945	85265.0	93179.0
chr1	123870988	123871929	73769.0	74483.0
chr1	123873738	123875835	145815.0	154377.0
chr1	123877518	123878626	30317.0	30251.0
chr1	123879724	123885345	281779.0	315758.0
chr1	123886601	123888894	134943.0	134281.0
chr1	123890542	123892236	97575.0	121129.0
chr1	123893424	123894056	19484.0	20359.0
chr1	123896015	123896041	9095.0	9725.0
chr1	123897684	123898518	34661.0	38364.0
chr1	158869047	158869070	865.0	858.0
chr4	138173273	138173307	929.0	929.0
chr15	79574912	79574948	3990.0	3990.0
chr20	32431922	32431956	1209.0	1209.0
chr16	29303404	29303430	1426.0	1426.0
chr16	29378149	29378175	1240.0	1203.0
chr16	29380627	29380641	1035.0	1030.0
chr16	29383922	29383936	3528.0	3458.0
chr16	29386654	29386981	17548.0	17496.0
chr16	29389974	29390653	21381.0	21310.0
chr16	29392366	29394066	55929.0	55682.0
chr16	29395124	29396278	38065.0	37064.0
chr16	29398413	29398450	3993.0	3796.0
chr16	29399748	29399762	1702.0	1685.0
chr1	116140699	116140733	1140.0	1140.0
chr8	89806436	89806465	696.0	695.0
chr18	8435161	8435197	1018.0	1018.0
chrX	24016346	24016376	702.0	699.0
chr13	78865679	78865715	790.0	790.0
chr12	48712579	48712615	790.0	755.0
chr19	22435972	22436005	742.0	742.0
chr11	57943401	57943404	866.0	864.0
chr19	33249759	33250365	30069.0	30083.0
chr19	23463838	23463868	829.0	829.0
chr10	40705988	40706760	16470.0	16238.0
chr10	40709774	40709806	971.0	962.0
chr10	40715187	40715222	11323.0	11259.0
chr10	40716397	40716435	5040.0	4878.0
chr10	40723623	40723660	16881.0	16837.0
chr10	40728316	40728370	9785.0	9582.0
chr10	40734313	40734892	8990.0	8962.0
chr10	40739428	40739467	2700.0	2675.0
chr10	40752290	40752300	2137.0	1806.0
chr10	40757166	40757181	2225.0	2208.0
chr10	40760046	40760074	4855.0	4854.0
chr10	40762446	40762492	897.0	897.0
