#'chr'	'start'	'end'	'star_36.bam'	'star_36_sponge.bam'
chrX	16718651	16721112	13981.0	7430.0
chrX	16785044	16786678	9815.0	5298.0
chr13	72726016	72728871	17654.0	9647.0
chr13	72779947	72784254	25560.0	14118.0
chr1	25245517	25249228	26897.0	14652.0
chr1	179952867	179956739	30309.0	16241.0
chr9	39410412	39411715	19489.0	10870.0
chr9	39426499	39432983	32951.0	18468.0
chr9	39435258	39436354	4838.0	2764.0
chr9	39438970	39440375	6008.0	3510.0
chr9	39443287	39444343	6358.0	3646.0
chr2	201070392	201072707	18260.0	9825.0
chr12	32753365	32757797	34062.0	18442.0
chr15	74080731	74082969	64627.0	32942.0
chr15	74089949	74091654	25001.0	13130.0
chr15	74093495	74097145	38703.0	20493.0
chr15	74099097	74101205	29951.0	16181.0
chr20	47894667	47896389	58681.0	20918.0
chr9	34988549	34990038	10258.0	5611.0
chr17	36250040	36251106	35106.0	17248.0
chr17	36267723	36269174	35552.0	19545.0
chr17	36279469	36280914	19896.0	10840.0
chr17	36298734	36300382	18357.0	10155.0
chr16	31178652	31183141	36648.0	20041.0
chr4	49091386	49093386	992037.0	37171.0
chr4	49096038	49099758	2857614.0	61944.0
chr5	70516414	70517662	24135.0	7512.0
chr5	70519268	70523251	59881.0	16146.0
chr5	70527206	70529723	18235.0	6489.0
chr5	70531281	70532285	3043.0	1125.0
chr5	70534916	70536592	42067.0	18225.0
chr5	70538652	70544628	173153.0	91985.0
chr5	70550831	70555562	135706.0	73596.0
chr5	70557518	70559491	66169.0	34457.0
chr5	70561335	70562635	34252.0	19003.0
chr5	70566583	70568252	48752.0	26921.0
chr5	70570706	70572409	49335.0	26181.0
chr5	70574807	70576607	59674.0	27080.0
chr5	70579524	70581694	70374.0	30879.0
chr5	70583026	70585394	86740.0	39818.0
chr5	70588564	70592506	126250.0	58084.0
chr5	70595542	70607152	296183.0	163778.0
chr7	129053058	129056463	28825.0	15634.0
chr9	61203165	61205619	34939.0	19557.0
chr9	61232001	61282104	2421.0	1404.0
chr9	61285758	61299559	220354.0	90013.0
chr7	74739124	74740279	21476.0	11228.0
chr7	74741338	74742865	22136.0	11670.0
chr7	74758988	74760288	21926.0	11674.0
chr7	74773522	74774975	23062.0	12332.0
chr7	74788396	74789923	29614.0	16000.0
chr11	28106668	28111341	33303.0	18011.0
chr7	45767175	45770638	53554.0	29335.0
chr12	0	14997	214031.0	99905.0
chr12	23495	24734	45982.0	17885.0
chr12	26318	27765	54242.0	29232.0
chr12	34734	36019	47656.0	26636.0
chr15	22107808	22108931	9961.0	5437.0
chr15	22116171	22117605	9715.0	5390.0
chr15	22130996	22165282	278524.0	147799.0
chr15	22167747	22173915	48750.0	26454.0
chr15	22175415	22182942	64543.0	34250.0
chr15	22188230	22189813	12730.0	6925.0
chr15	22198956	22200007	9056.0	4978.0
chr2	65055312	65058486	24263.0	12939.0
chr21	8886590	8986605	825.0	79.0
chr8	12309555	12310885	10623.0	5894.0
chr8	12347274	12348489	14483.0	8141.0
chr1	120436727	120438993	42660.0	19325.0
chr1	120441068	120445346	90231.0	39130.0
chrX	155500414	155503752	18361.0	10121.0
chrX	58480518	58484433	33832.0	16462.0
chr15	22403058	22405254	17868.0	9388.0
chr15	22409416	22410894	11819.0	6673.0
chr2	3557345	3559724	17838.0	9584.0
chr2	3574295	3576885	23163.0	12701.0
chr1	173822475	173825387	23697.0	12685.0
chr1	173860806	173871818	82306.0	44759.0
chr10	103367050	103369546	19816.0	10337.0
chr10	103394919	103398493	27109.0	14323.0
chr6	80104796	80107206	14826.0	8072.0
chr17	63620701	63622492	14348.0	7494.0
chr22	11813231	11817974	438821.0	10001.0
chr9	101397458	101398942	12089.0	6721.0
chr17	21849036	21851123	42900.0	17932.0
chr2	169693287	169696211	20530.0	11208.0
chr15	49399404	49400438	1558.0	844.0
chr21	7754314	7755577	6632.0	3594.0
chr21	7757060	7758329	5910.0	3165.0
chr21	7759480	7774775	72967.0	39766.0
chr21	7777656	7815904	186455.0	102645.0
chr3	94061904	94064776	21192.0	11396.0
chr1	145499822	145501733	30906.0	16948.0
chr1	205119540	205123559	32878.0	18026.0
chr16	33483708	33488746	60676.0	27899.0
chr16	34354045	34393292	142388.0	80931.0
chr16	34394629	34403762	41897.0	23429.0
chr1	120582997	120589555	97803.0	54307.0
chr1	120592548	120619126	441596.0	245322.0
chr3	28239871	28243044	22018.0	12137.0
chr19	380683	383180	57165.0	30654.0
chr19	44001958	44004344	18470.0	9869.0
chr19	48991984	48995208	24794.0	13340.0
chr22	50242001	50245287	21056.0	11370.0
chr15	72374569	72377071	19566.0	10544.0
chr16	67804783	67807721	23092.0	12575.0
chr4	55946636	55950572	26294.0	14327.0
chr5	54309004	54311573	18409.0	10113.0
chr10	58262778	58271031	54578.0	29665.0
chr16	75515730	75517945	20697.0	11204.0
chr13	24921821	24924829	17826.0	10040.0
chr11	89903126	89904861	23181.0	13060.0
chr11	89912490	89919825	95152.0	53451.0
chr11	89923946	89931281	95150.0	53321.0
chr11	89938985	89940720	25572.0	14465.0
chr11	89946916	89948565	14312.0	7955.0
chr11	89953203	89954324	6795.0	3908.0
chr11	89987764	89992672	66293.0	37433.0
chr11	89994053	89995359	18768.0	10384.0
chr3	196939602	196944780	37194.0	19945.0
chr1	92831266	92835403	31880.0	17463.0
chr19	45715848	45719129	26039.0	14037.0
chr19	45729562	45731725	15947.0	8607.0
chr19	45768934	45772708	25499.0	13822.0
chr10	70403192	70407117	26101.0	13974.0
chr14	73948853	73951926	21928.0	11831.0
chr2	38598143	38604395	41657.0	22354.0
chr19	55653335	55654855	13924.0	7583.0
chr9	83977512	83983497	41452.0	22862.0
chr14	60089162	60094637	38096.0	20307.0
chr14	64913573	64916893	24726.0	13291.0
chr14	64985874	64989080	24906.0	13373.0
chr16	75620049	75623963	27537.0	14772.0
chr4	56974800	56979347	32908.0	17562.0
chr9	134024363	134027115	18276.0	9981.0
chr18	51197824	51199423	11846.0	6369.0
chr15	28517192	28518342	26318.0	14161.0
chr15	28522101	28523141	21299.0	10594.0
chr15	28527902	28529025	25307.0	13135.0
chr15	28554157	28555377	35169.0	19133.0
chr15	28560735	28562241	34248.0	16858.0
chr15	28586579	28588152	28441.0	14912.0
chr15	28588223	28589457	29375.0	15401.0
chr11	205301	208895	26345.0	14174.0
