#'chr'	'start'	'end'	'star_36.bam'	'star_36_sponge.bam'
chr8	30395567	30407225	64358.0	35999.0
chr8	44109805	44110938	0.0	0.0
chr8	44121144	44122651	0.0	0.0
chr8	44165492	44166541	4.0	2.0
chr8	44171205	44172621	15.0	8.0
chr21	34407668	34445917	186055.0	102618.0
chr21	34454576	34494961	194639.0	105940.0
chr7	102482264	102483900	32008.0	17036.0
chr22	50808481	50818468	0.0	0.0
chr18	18160530	18162011	0.0	0.0
chr18	18169219	18170404	249.0	130.0
chr1	120051328	120052553	29391.0	16336.0
chr17	26258969	26260119	0.0	0.0
chr9	64564623	64565656	16875.0	9631.0
chr9	64579386	64582769	74182.0	42210.0
chr18	47025864	47030223	174520.0	101605.0
chrX	149661038	149665536	28718.0	16011.0
chrX	149666982	149670572	23637.0	13124.0
chrX	149672718	149674777	13937.0	7601.0
chr21	10274380	10324328	79.0	37.0
chr3	92589977	92591312	6756.0	3548.0
chr17	24902944	24904043	649.0	356.0
chr17	24907009	24910545	50.0	22.0
chr17	24913792	24915158	0.0	0.0
chr17	24922819	24927305	431.0	192.0
chr17	24936866	24939069	1023.0	443.0
chr17	24950962	24953526	0.0	0.0
chr17	24961957	24963006	0.0	0.0
chr17	24967738	24972706	2449.0	1294.0
chr15	17407166	17408305	0.0	0.0
chr15	17416856	17418025	141.0	78.0
chr15	17450716	17452340	154.0	87.0
chr15	17466190	17467386	2.0	2.0
chr15	17486405	17487746	19.0	2.0
chr22	12225663	12275589	81.0	54.0
chrX	59134799	59135988	0.0	0.0
chrX	59148951	59150866	465.0	248.0
chrX	59165652	59166793	185.0	99.0
chrX	59175307	59176461	9.0	4.0
chrX	59186946	59188043	2397.0	1248.0
chrX	59198729	59201387	0.0	0.0
chr5	70311974	70315860	95900.0	53857.0
chr5	70317586	70318717	30607.0	16129.0
chr5	70320442	70322562	55660.0	31398.0
chr5	70326744	70330386	90420.0	51075.0
chr5	70333144	70335250	39761.0	22069.0
chr5	70341934	70352923	208345.0	115596.0
chr5	70355084	70359851	76057.0	41686.0
chr5	70362217	70364807	38436.0	21725.0
chr5	70370313	70373437	74195.0	39992.0
chr5	70374923	70376427	35536.0	19662.0
chr5	70379380	70380893	36201.0	20379.0
chr5	70382298	70397588	405085.0	202089.0
chr1	120241052	120242495	23852.0	13412.0
chr1	120262122	120263201	20398.0	11473.0
chr1	120274081	120276327	36260.0	20288.0
chr1	120278165	120305142	446397.0	248004.0
chrX	120875636	120934108	6411.0	3587.0
chr15	21020277	21021288	9535.0	5310.0
chr15	21050320	21052124	20608.0	11252.0
chr15	21079048	21080486	13613.0	7232.0
chr15	21087390	21092658	50189.0	27320.0
chr15	21098387	21100803	19191.0	10145.0
chr22	11069012	11119154	74.0	39.0
chrX	154151999	154153311	12919.0	6964.0
chrX	154156806	154178921	208007.0	114165.0
chrX	154181855	154185642	29573.0	16162.0
chrX	154189113	154192684	33020.0	17985.0
chrX	154194014	154201728	69318.0	38203.0
chr15	22308157	22358359	2455.0	1368.0
chr15	22376826	22379077	20939.0	11573.0
chr22	11631363	11681485	1253.0	543.0
chr21	13701460	13702529	8311.0	4488.0
chr21	13726461	13729429	17736.0	10023.0
chr21	13733690	13734999	10026.0	5727.0
chr21	13736469	13737705	8112.0	4670.0
chr21	13740205	13743592	31065.0	17272.0
chr21	13745010	13746755	11533.0	6568.0
chr21	13749953	13751121	9145.0	5337.0
chr21	13767034	13769958	21935.0	12419.0
chr21	13790194	13791527	9508.0	5421.0
chr1	121920140	121921429	3334.0	1746.0
chr1	121944652	121947083	7577.0	4117.0
chr1	121976534	122026460	0.0	0.0
chr9	67027991	67029048	13712.0	7388.0
chr1	207526918	207541938	125241.0	69359.0
chr1	207545473	207551851	45145.0	24665.0
chr1	207554677	207560495	49359.0	27425.0
chr1	207568237	207571561	35036.0	19616.0
chr7	60900173	60903500	15153.0	8110.0
chr13	63824051	63828729	47816.0	27495.0
chr5	71305703	71311124	138773.0	77728.0
chr5	71314267	71315413	26647.0	15246.0
chr5	71333149	71334579	31003.0	17404.0
chr5	71336925	71339364	49612.0	25553.0
chr5	71341284	71342783	37810.0	20929.0
chr7	61293958	61294979	12873.0	6907.0
chr7	61298351	61299946	18555.0	9611.0
chr2	240676429	240677566	8323.0	4434.0
chr2	240696634	240697771	9153.0	4830.0
chr2	107841324	107842630	39194.0	21948.0
chrX	62412041	62462543	1256.0	691.0
chr9	60906399	60908064	21620.0	11889.0
chr9	60918508	60920610	31471.0	17309.0
chr9	60927535	60929995	35033.0	19611.0
chr9	60940699	60941906	16369.0	9336.0
chr9	60948974	60951610	38008.0	21208.0
chr9	60969144	60970447	19484.0	10869.0
chr9	60985242	60991726	32946.0	18475.0
chr9	60994002	60995098	4834.0	2762.0
chr9	60997716	60999121	6004.0	3508.0
chr9	42008128	42009595	15311.0	8674.0
chrX	59623522	59624565	0.0	0.0
chrX	59652537	59653585	3307.0	1837.0
chr22	21118074	21119290	28257.0	13592.0
chr22	21144860	21146437	38394.0	21978.0
chr8	44444396	44445608	69.0	33.0
chr8	44454811	44455911	277.0	171.0
chr8	44462652	44466120	585.0	274.0
chr8	44491618	44495679	1545.0	862.0
chr8	12309555	12310885	10623.0	5894.0
chr8	12347274	12348489	14483.0	8141.0
chrX	51668225	51689443	131632.0	72658.0
chr15	17910537	17911807	164.0	108.0
chr15	17919329	17920603	43.0	26.0
chr15	17922970	17927831	227.0	116.0
chr15	17932862	17935095	56.0	17.0
chr15	17959213	17961278	0.0	0.0
chr15	17964986	17968623	343.0	192.0
chr15	17977721	17980478	158.0	69.0
chr15	17989678	17990880	8.0	4.0
chr21	8000791	8002552	14134.0	7948.0
chr21	8042905	8044074	6964.0	3967.0
chr21	8049914	8199930	1889926.0	1038443.0
chr14	19347411	19348762	29059.0	15977.0
chr15	17109222	17110414	88.0	42.0
